table_schema,table_name,field_name,field_order,field_type,required,primary_key,foreign_key,linked_schema,linked_table,linked_field,value_set_name,definition,null_semantics,validation_rule,introduced_version,deprecated_version,active
derived,party_summary,votes,5,BIGINT,False,False,False,,,,,Field votes in derived.party_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,party_summary,vote_share,6,"DECIMAL(18,8)",False,False,False,,,,,Field vote_share in derived.party_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,party_summary,swing,7,"DECIMAL(18,8)",False,False,False,,,,,Field swing in derived.party_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,party_summary,seats_won,8,INTEGER,False,False,False,,,,,Field seats_won in derived.party_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,party_summary,seat_change,9,INTEGER,False,False,False,,,,,Field seat_change in derived.party_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,party_summary,calculation_version,10,VARCHAR,True,False,False,,,,,Field calculation_version in derived.party_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,party_summary,input_hash,11,VARCHAR,True,False,False,,,,,Field input_hash in derived.party_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,preference_flow,preference_flow_id,1,UUID,True,True,False,,,,,Field preference_flow_id in derived.preference_flow.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,preference_flow,election_id,2,VARCHAR,True,False,True,core,election,election_id,,Field election_id in derived.preference_flow.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,preference_flow,contest_id,3,VARCHAR,False,False,True,core,contest,contest_id,,Field contest_id in derived.preference_flow.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,preference_flow,source_subject_type,4,VARCHAR,True,False,False,,,,,Field source_subject_type in derived.preference_flow.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,preference_flow,source_subject_id,5,VARCHAR,True,False,False,,,,,Field source_subject_id in derived.preference_flow.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,preference_flow,target_subject_type,6,VARCHAR,True,False,False,,,,,Field target_subject_type in derived.preference_flow.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,preference_flow,target_subject_id,7,VARCHAR,True,False,False,,,,,Field target_subject_id in derived.preference_flow.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,preference_flow,flow_basis,8,VARCHAR,True,False,False,,,,,Field flow_basis in derived.preference_flow.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,preference_flow,papers,9,BIGINT,False,False,False,,,,,Field papers in derived.preference_flow.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,preference_flow,votes_value,10,"DECIMAL(38,12)",False,False,False,,,,,Field votes_value in derived.preference_flow.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,preference_flow,flow_percentage,11,"DECIMAL(18,8)",False,False,False,,,,,Field flow_percentage in derived.preference_flow.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,preference_flow,calculation_version,12,VARCHAR,True,False,False,,,,,Field calculation_version in derived.preference_flow.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,preference_flow,input_hash,13,VARCHAR,True,False,False,,,,,Field input_hash in derived.preference_flow.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_geometry,boundary_geometry_id,1,UUID,True,True,False,,,,,Field boundary_geometry_id in geography.boundary_geometry.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_geometry,boundary_version_id,2,VARCHAR,True,False,True,geography,boundary_version,boundary_version_id,,Field boundary_version_id in geography.boundary_geometry.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_geometry,canonical_constituency_id,3,VARCHAR,False,False,False,,,,,Field canonical_constituency_id in geography.boundary_geometry.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_geometry,official_feature_id,4,VARCHAR,False,False,False,,,,,Field official_feature_id in geography.boundary_geometry.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_geometry,geometry_path,5,VARCHAR,True,False,False,,,,,Field geometry_path in geography.boundary_geometry.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_geometry,geometry_sha256,6,VARCHAR,True,False,False,,,,,Field geometry_sha256 in geography.boundary_geometry.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_geometry,geometry_type,7,VARCHAR,True,False,False,,,,,Field geometry_type in geography.boundary_geometry.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_geometry,bbox_min_x,8,DOUBLE,False,False,False,,,,,Field bbox_min_x in geography.boundary_geometry.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_geometry,bbox_min_y,9,DOUBLE,False,False,False,,,,,Field bbox_min_y in geography.boundary_geometry.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_geometry,bbox_max_x,10,DOUBLE,False,False,False,,,,,Field bbox_max_x in geography.boundary_geometry.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_geometry,bbox_max_y,11,DOUBLE,False,False,False,,,,,Field bbox_max_y in geography.boundary_geometry.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_version,boundary_version_id,1,VARCHAR,True,True,False,,,,,Field boundary_version_id in geography.boundary_version.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_version,authority_id,2,VARCHAR,True,False,True,control,electoral_authority,authority_id,,Field authority_id in geography.boundary_version.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_version,boundary_name,3,VARCHAR,True,False,False,,,,,Field boundary_name in geography.boundary_version.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_version,effective_from,4,DATE,False,False,False,,,,,Field effective_from in geography.boundary_version.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_version,effective_to,5,DATE,False,False,False,,,,,Field effective_to in geography.boundary_version.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_version,crs,6,VARCHAR,False,False,False,,,,,Field crs in geography.boundary_version.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_version,geometry_format,7,VARCHAR,False,False,False,,,,,Field geometry_format in geography.boundary_version.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_version,licence,8,VARCHAR,False,False,False,,,,,Field licence in geography.boundary_version.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_version,source_revision_id,9,VARCHAR,False,False,True,provenance,source_file_revision,source_revision_id,,Field source_revision_id in geography.boundary_version.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,boundary_version,record_status,10,VARCHAR,True,False,False,,,,,Field record_status in geography.boundary_version.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,election_reporting_unit,election_reporting_unit_id,1,UUID,True,True,False,,,,,Field election_reporting_unit_id in geography.election_reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,election_reporting_unit,election_id,2,VARCHAR,True,False,True,core,election,election_id,,Field election_id in geography.election_reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,election_reporting_unit,contest_id,3,VARCHAR,False,False,True,core,contest,contest_id,,Field contest_id in geography.election_reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,election_reporting_unit,reporting_unit_id,4,UUID,False,False,True,geography,reporting_unit,reporting_unit_id,,Field reporting_unit_id in geography.election_reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,election_reporting_unit,official_reporting_unit_code,5,VARCHAR,False,False,False,,,,,Field official_reporting_unit_code in geography.election_reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,election_reporting_unit,official_label,6,VARCHAR,True,False,False,,,,,Field official_label in geography.election_reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,election_reporting_unit,source_reporting_unit_type,7,VARCHAR,False,False,False,,,,,Field source_reporting_unit_type in geography.election_reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,election_reporting_unit,reporting_unit_type,8,VARCHAR,True,False,False,,,,,Field reporting_unit_type in geography.election_reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,election_reporting_unit,address,9,VARCHAR,False,False,False,,,,,Field address in geography.election_reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,election_reporting_unit,suburb,10,VARCHAR,False,False,False,,,,,Field suburb in geography.election_reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,election_reporting_unit,postcode,11,VARCHAR,False,False,False,,,,,Field postcode in geography.election_reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,election_reporting_unit,latitude,12,"DECIMAL(10,7)",False,False,False,,,,,Field latitude in geography.election_reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,election_reporting_unit,longitude,13,"DECIMAL(10,7)",False,False,False,,,,,Field longitude in geography.election_reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,election_reporting_unit,match_status,14,VARCHAR,True,False,False,,,,,Field match_status in geography.election_reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,election_reporting_unit,source_revision_id,15,VARCHAR,False,False,True,provenance,source_file_revision,source_revision_id,,Field source_revision_id in geography.election_reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,reporting_unit,reporting_unit_id,1,UUID,True,True,False,,,,,Field reporting_unit_id in geography.reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,reporting_unit,authority_id,2,VARCHAR,True,False,True,control,electoral_authority,authority_id,,Field authority_id in geography.reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,reporting_unit,official_reporting_unit_code,3,VARCHAR,False,False,False,,,,,Field official_reporting_unit_code in geography.reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,reporting_unit,canonical_name,4,VARCHAR,True,False,False,,,,,Field canonical_name in geography.reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,reporting_unit,reporting_unit_type,5,VARCHAR,True,False,False,,,,,Field reporting_unit_type in geography.reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,reporting_unit,valid_from,6,DATE,False,False,False,,,,,Field valid_from in geography.reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,reporting_unit,valid_to,7,DATE,False,False,False,,,,,Field valid_to in geography.reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,reporting_unit,record_status,8,VARCHAR,True,False,False,,,,,Field record_status in geography.reporting_unit.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,reporting_unit_parent,reporting_unit_parent_id,1,UUID,True,True,False,,,,,Field reporting_unit_parent_id in geography.reporting_unit_parent.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,reporting_unit_parent,child_election_reporting_unit_id,2,UUID,True,False,False,,,,,Field child_election_reporting_unit_id in geography.reporting_unit_parent.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,reporting_unit_parent,parent_election_reporting_unit_id,3,UUID,True,False,False,,,,,Field parent_election_reporting_unit_id in geography.reporting_unit_parent.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
geography,reporting_unit_parent,hierarchy_type,4,VARCHAR,True,False,False,,,,,Field hierarchy_type in geography.reporting_unit_parent.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run,import_run_id,1,UUID,True,True,False,,,,,Field import_run_id in provenance.import_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run,election_id,2,VARCHAR,False,False,True,core,election,election_id,,Field election_id in provenance.import_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run,adapter_id,3,VARCHAR,True,False,False,,,,,Field adapter_id in provenance.import_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run,adapter_version,4,VARCHAR,True,False,False,,,,,Field adapter_version in provenance.import_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run,started_at,5,TIMESTAMP WITH TIME ZONE,True,False,False,,,,,Field started_at in provenance.import_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run,completed_at,6,TIMESTAMP WITH TIME ZONE,False,False,False,,,,,Field completed_at in provenance.import_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run,import_status,7,VARCHAR,True,False,False,,,,,Field import_status in provenance.import_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run,input_file_count,8,INTEGER,True,False,False,,,,,Field input_file_count in provenance.import_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run,source_row_count,9,BIGINT,False,False,False,,,,,Field source_row_count in provenance.import_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run,staged_row_count,10,BIGINT,False,False,False,,,,,Field staged_row_count in provenance.import_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run,inserted_row_count,11,BIGINT,False,False,False,,,,,Field inserted_row_count in provenance.import_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run,rejected_row_count,12,BIGINT,False,False,False,,,,,Field rejected_row_count in provenance.import_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run,code_commit,13,VARCHAR,False,False,False,,,,,Field code_commit in provenance.import_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run,notes,14,VARCHAR,False,False,False,,,,,Field notes in provenance.import_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run_input,import_run_input_id,1,UUID,True,True,False,,,,,Field import_run_input_id in provenance.import_run_input.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run_input,import_run_id,2,UUID,True,False,True,provenance,import_run,import_run_id,,Field import_run_id in provenance.import_run_input.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run_input,source_revision_id,3,VARCHAR,True,False,True,provenance,source_file_revision,source_revision_id,,Field source_revision_id in provenance.import_run_input.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,import_run_input,input_role,4,VARCHAR,True,False,False,,,,,Field input_role in provenance.import_run_input.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,row_lineage,row_lineage_id,1,UUID,True,True,False,,,,,Field row_lineage_id in provenance.row_lineage.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,row_lineage,target_schema,2,VARCHAR,True,False,False,,,,,Field target_schema in provenance.row_lineage.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,row_lineage,target_table,3,VARCHAR,True,False,False,,,,,Field target_table in provenance.row_lineage.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,row_lineage,target_record_id,4,VARCHAR,True,False,False,,,,,Field target_record_id in provenance.row_lineage.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,row_lineage,source_revision_id,5,VARCHAR,True,False,True,provenance,source_file_revision,source_revision_id,,Field source_revision_id in provenance.row_lineage.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,row_lineage,source_locator,6,VARCHAR,True,False,False,,,,,Field source_locator in provenance.row_lineage.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,row_lineage,import_run_id,7,UUID,True,False,True,provenance,import_run,import_run_id,,Field import_run_id in provenance.row_lineage.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,row_lineage,transform_run_id,8,UUID,False,False,True,provenance,transform_run,transform_run_id,,Field transform_run_id in provenance.row_lineage.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,row_lineage,source_row_hash,9,VARCHAR,False,False,False,,,,,Field source_row_hash in provenance.row_lineage.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file,source_file_id,1,VARCHAR,True,True,False,,,,,Field source_file_id in provenance.source_file.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file,authority_id,2,VARCHAR,True,False,True,control,electoral_authority,authority_id,,Field authority_id in provenance.source_file.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file,election_id,3,VARCHAR,False,False,True,core,election,election_id,,Field election_id in provenance.source_file.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file,source_landing_page_id,4,VARCHAR,False,False,True,provenance,source_landing_page,source_landing_page_id,,Field source_landing_page_id in provenance.source_file.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file,dataset_title,5,VARCHAR,True,False,False,,,,,Field dataset_title in provenance.source_file.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file,dataset_family,6,VARCHAR,True,False,False,,,,,Field dataset_family in provenance.source_file.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file,chamber_code,7,VARCHAR,False,False,False,,,,,Field chamber_code in provenance.source_file.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file,geographic_scope,8,VARCHAR,False,False,False,,,,,Field geographic_scope in provenance.source_file.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file,logical_status,9,VARCHAR,True,False,False,,,,,Field logical_status in provenance.source_file.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file,notes,10,VARCHAR,False,False,False,,,,,Field notes in provenance.source_file.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,source_revision_id,1,VARCHAR,True,True,False,,,,,Field source_revision_id in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,source_file_id,2,VARCHAR,True,False,True,provenance,source_file,source_file_id,,Field source_file_id in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,revision_number,3,INTEGER,True,False,False,,,,,Field revision_number in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,source_url,4,VARCHAR,False,False,False,,,,,Field source_url in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,original_filename,5,VARCHAR,True,False,False,,,,,Field original_filename in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,archive_path,6,VARCHAR,True,False,False,,,,,Field archive_path in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,mime_type,7,VARCHAR,False,False,False,,,,,Field mime_type in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,encoding,8,VARCHAR,False,False,False,,,,,Field encoding in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,delimiter,9,VARCHAR,False,False,False,,,,,Field delimiter in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,compression_type,10,VARCHAR,False,False,False,,,,,Field compression_type in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,file_size_bytes,11,BIGINT,True,False,False,,,,,Field file_size_bytes in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,row_count,12,BIGINT,False,False,False,,,,,Field row_count in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,sha256,13,VARCHAR,True,False,False,,,,,Field sha256 in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,source_publication_at,14,TIMESTAMP WITH TIME ZONE,False,False,False,,,,,Field source_publication_at in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,downloaded_at,15,TIMESTAMP WITH TIME ZONE,True,False,False,,,,,Field downloaded_at in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,publication_status,16,VARCHAR,True,False,False,,,,,Field publication_status in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,schema_signature_sha256,17,VARCHAR,False,False,False,,,,,Field schema_signature_sha256 in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,supersedes_source_revision_id,18,VARCHAR,False,False,False,,,,,Field supersedes_source_revision_id in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_file_revision,record_status,19,VARCHAR,True,False,False,,,,,Field record_status in provenance.source_file_revision.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_landing_page,source_landing_page_id,1,VARCHAR,True,True,False,,,,,Field source_landing_page_id in provenance.source_landing_page.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_landing_page,authority_id,2,VARCHAR,True,False,True,control,electoral_authority,authority_id,,Field authority_id in provenance.source_landing_page.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_landing_page,election_id,3,VARCHAR,False,False,True,core,election,election_id,,Field election_id in provenance.source_landing_page.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_landing_page,page_title,4,VARCHAR,False,False,False,,,,,Field page_title in provenance.source_landing_page.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_landing_page,landing_url,5,VARCHAR,True,False,False,,,,,Field landing_url in provenance.source_landing_page.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_landing_page,archive_url,6,VARCHAR,False,False,False,,,,,Field archive_url in provenance.source_landing_page.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_landing_page,first_accessed_at,7,TIMESTAMP WITH TIME ZONE,False,False,False,,,,,Field first_accessed_at in provenance.source_landing_page.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_landing_page,last_verified_at,8,TIMESTAMP WITH TIME ZONE,False,False,False,,,,,Field last_verified_at in provenance.source_landing_page.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_landing_page,availability_status,9,VARCHAR,True,False,False,,,,,Field availability_status in provenance.source_landing_page.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,source_landing_page,notes,10,VARCHAR,False,False,False,,,,,Field notes in provenance.source_landing_page.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,transform_run,transform_run_id,1,UUID,True,True,False,,,,,Field transform_run_id in provenance.transform_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,transform_run,import_run_id,2,UUID,True,False,True,provenance,import_run,import_run_id,,Field import_run_id in provenance.transform_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,transform_run,transform_name,3,VARCHAR,True,False,False,,,,,Field transform_name in provenance.transform_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,transform_run,transform_version,4,VARCHAR,True,False,False,,,,,Field transform_version in provenance.transform_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,transform_run,started_at,5,TIMESTAMP WITH TIME ZONE,True,False,False,,,,,Field started_at in provenance.transform_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,transform_run,completed_at,6,TIMESTAMP WITH TIME ZONE,False,False,False,,,,,Field completed_at in provenance.transform_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,transform_run,input_row_count,7,BIGINT,False,False,False,,,,,Field input_row_count in provenance.transform_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,transform_run,output_row_count,8,BIGINT,False,False,False,,,,,Field output_row_count in provenance.transform_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,transform_run,output_hash,9,VARCHAR,False,False,False,,,,,Field output_hash in provenance.transform_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
provenance,transform_run,transform_status,10,VARCHAR,True,False,False,,,,,Field transform_status in provenance.transform_run.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
publish,publication_snapshot,publication_snapshot_id,1,UUID,True,True,False,,,,,Field publication_snapshot_id in publish.publication_snapshot.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
publish,publication_snapshot,snapshot_name,2,VARCHAR,True,False,False,,,,,Field snapshot_name in publish.publication_snapshot.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
publish,publication_snapshot,as_of_at,3,TIMESTAMP WITH TIME ZONE,True,False,False,,,,,Field as_of_at in publish.publication_snapshot.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
publish,publication_snapshot,schema_version,4,VARCHAR,True,False,True,control,schema_version,schema_version,,Field schema_version in publish.publication_snapshot.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
publish,publication_snapshot,approval_status,5,VARCHAR,True,False,False,,,,,Field approval_status in publish.publication_snapshot.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
