table_schema,table_name,field_name,field_order,field_type,required,primary_key,foreign_key,linked_schema,linked_table,linked_field,value_set_name,definition,null_semantics,validation_rule,introduced_version,deprecated_version,active
control,relationship_contract,parent_table,6,VARCHAR,True,False,False,,,,,Field parent_table in control.relationship_contract.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
control,relationship_contract,parent_field,7,VARCHAR,True,False,False,,,,,Field parent_field in control.relationship_contract.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
control,relationship_contract,required,8,BOOLEAN,True,False,False,,,,,Field required in control.relationship_contract.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
control,relationship_contract,relationship_kind,9,VARCHAR,True,False,False,,,,,Field relationship_kind in control.relationship_contract.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
control,relationship_contract,introduced_version,10,VARCHAR,True,False,False,,,,,Field introduced_version in control.relationship_contract.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
control,relationship_contract,active,11,BOOLEAN,True,False,False,,,,,Field active in control.relationship_contract.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
control,schema_version,schema_version,1,VARCHAR,True,True,False,,,,,Field schema_version in control.schema_version.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
control,schema_version,migration_id,2,VARCHAR,True,False,False,,,,,Field migration_id in control.schema_version.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
control,schema_version,applied_at,3,TIMESTAMP WITH TIME ZONE,True,False,False,,,,,Field applied_at in control.schema_version.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
control,schema_version,checksum_sha256,4,VARCHAR,True,False,False,,,,,Field checksum_sha256 in control.schema_version.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
control,schema_version,backward_compatible,5,BOOLEAN,True,False,False,,,,,Field backward_compatible in control.schema_version.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
control,schema_version,notes,6,VARCHAR,False,False,False,,,,,Field notes in control.schema_version.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_group,ballot_group_id,1,UUID,True,True,False,,,,,Field ballot_group_id in core.ballot_group.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_group,contest_id,2,VARCHAR,True,False,True,core,contest,contest_id,,Field contest_id in core.ballot_group.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_group,official_group_id,3,VARCHAR,False,False,False,,,,,Field official_group_id in core.ballot_group.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_group,group_code,4,VARCHAR,False,False,False,,,,,Field group_code in core.ballot_group.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_group,group_label,5,VARCHAR,False,False,False,,,,,Field group_label in core.ballot_group.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_group,party_id,6,VARCHAR,False,False,True,sync,party,party_id,,Field party_id in core.ballot_group.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_group,ticket_type,7,VARCHAR,False,False,False,,,,,Field ticket_type in core.ballot_group.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_group,ungrouped,8,BOOLEAN,True,False,False,,,,,Field ungrouped in core.ballot_group.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_group,publication_status,9,VARCHAR,True,False,False,,,,,Field publication_status in core.ballot_group.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_group,record_status,10,VARCHAR,True,False,False,,,,,Field record_status in core.ballot_group.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_group_membership,ballot_group_membership_id,1,UUID,True,True,False,,,,,Field ballot_group_membership_id in core.ballot_group_membership.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_group_membership,ballot_group_id,2,UUID,True,False,True,core,ballot_group,ballot_group_id,,Field ballot_group_id in core.ballot_group_membership.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_group_membership,candidacy_id,3,UUID,True,False,True,core,candidacy,candidacy_id,,Field candidacy_id in core.ballot_group_membership.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_group_membership,group_position,4,INTEGER,False,False,False,,,,,Field group_position in core.ballot_group_membership.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_group_membership,membership_role,5,VARCHAR,False,False,False,,,,,Field membership_role in core.ballot_group_membership.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_position,ballot_position_id,1,UUID,True,True,False,,,,,Field ballot_position_id in core.ballot_position.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_position,contest_id,2,VARCHAR,True,False,True,core,contest,contest_id,,Field contest_id in core.ballot_position.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_position,candidacy_id,3,UUID,False,False,True,core,candidacy,candidacy_id,,Field candidacy_id in core.ballot_position.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_position,ballot_group_id,4,UUID,False,False,True,core,ballot_group,ballot_group_id,,Field ballot_group_id in core.ballot_position.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_position,column_number,5,INTEGER,False,False,False,,,,,Field column_number in core.ballot_position.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_position,position_number,6,INTEGER,False,False,False,,,,,Field position_number in core.ballot_position.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_position,rotation_context,7,VARCHAR,False,False,False,,,,,Field rotation_context in core.ballot_position.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,ballot_position,source_revision_id,8,VARCHAR,False,False,True,provenance,source_file_revision,source_revision_id,,Field source_revision_id in core.ballot_position.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,candidacy,candidacy_id,1,UUID,True,True,False,,,,,Field candidacy_id in core.candidacy.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,candidacy,contest_id,2,VARCHAR,True,False,True,core,contest,contest_id,,Field contest_id in core.candidacy.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,candidacy,person_id,3,VARCHAR,False,False,True,sync,person,person_id,,Field person_id in core.candidacy.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,candidacy,party_id,4,VARCHAR,False,False,True,sync,party,party_id,,Field party_id in core.candidacy.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,candidacy,official_candidate_id,5,VARCHAR,False,False,False,,,,,Field official_candidate_id in core.candidacy.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,candidacy,ballot_name,6,VARCHAR,True,False,False,,,,,Field ballot_name in core.candidacy.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,candidacy,ballot_given_names,7,VARCHAR,False,False,False,,,,,Field ballot_given_names in core.candidacy.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,candidacy,ballot_family_name,8,VARCHAR,False,False,False,,,,,Field ballot_family_name in core.candidacy.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,candidacy,official_party_name,9,VARCHAR,False,False,False,,,,,Field official_party_name in core.candidacy.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,candidacy,official_party_abbreviation,10,VARCHAR,False,False,False,,,,,Field official_party_abbreviation in core.candidacy.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,candidacy,incumbent_status,11,VARCHAR,False,False,False,,,,,Field incumbent_status in core.candidacy.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,candidacy,nomination_status,12,VARCHAR,False,False,False,,,,,Field nomination_status in core.candidacy.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,candidacy,match_status,13,VARCHAR,True,False,False,,,,,Field match_status in core.candidacy.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,candidacy,publication_status,14,VARCHAR,True,False,False,,,,,Field publication_status in core.candidacy.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,candidacy,record_status,15,VARCHAR,True,False,False,,,,,Field record_status in core.candidacy.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest,contest_id,1,VARCHAR,True,True,False,,,,,Field contest_id in core.contest.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest,election_chamber_id,2,VARCHAR,True,False,True,core,election_chamber,election_chamber_id,,Field election_chamber_id in core.contest.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest,canonical_constituency_id,3,VARCHAR,False,False,False,,,,,Field canonical_constituency_id in core.contest.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest,official_contest_id,4,VARCHAR,False,False,False,,,,,Field official_contest_id in core.contest.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest,contest_name,5,VARCHAR,True,False,False,,,,,Field contest_name in core.contest.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest,vacancies,6,INTEGER,True,False,False,,,,,Field vacancies in core.contest.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest,electoral_system_version_id,7,VARCHAR,False,False,True,control,electoral_system_version,electoral_system_version_id,,Field electoral_system_version_id in core.contest.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest,contest_status,8,VARCHAR,True,False,False,,,,,Field contest_status in core.contest.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest,uncontested,9,BOOLEAN,True,False,False,,,,,Field uncontested in core.contest.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest,recount_status,10,VARCHAR,False,False,False,,,,,Field recount_status in core.contest.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest,publication_status,11,VARCHAR,True,False,False,,,,,Field publication_status in core.contest.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest,record_status,12,VARCHAR,True,False,False,,,,,Field record_status in core.contest.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest_constituency_snapshot,contest_constituency_snapshot_id,1,VARCHAR,True,True,False,,,,,Field contest_constituency_snapshot_id in core.contest_constituency_snapshot.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest_constituency_snapshot,contest_id,2,VARCHAR,True,False,True,core,contest,contest_id,,Field contest_id in core.contest_constituency_snapshot.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest_constituency_snapshot,canonical_constituency_id,3,VARCHAR,False,False,False,,,,,Field canonical_constituency_id in core.contest_constituency_snapshot.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest_constituency_snapshot,official_constituency_code,4,VARCHAR,False,False,False,,,,,Field official_constituency_code in core.contest_constituency_snapshot.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest_constituency_snapshot,official_constituency_name,5,VARCHAR,True,False,False,,,,,Field official_constituency_name in core.contest_constituency_snapshot.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest_constituency_snapshot,constituency_type,6,VARCHAR,False,False,False,,,,,Field constituency_type in core.contest_constituency_snapshot.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest_constituency_snapshot,boundary_version_id,7,VARCHAR,False,False,True,geography,boundary_version,boundary_version_id,,Field boundary_version_id in core.contest_constituency_snapshot.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest_constituency_snapshot,enrolment,8,BIGINT,False,False,False,,,,,Field enrolment in core.contest_constituency_snapshot.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest_constituency_snapshot,source_revision_id,9,VARCHAR,False,False,True,provenance,source_file_revision,source_revision_id,,Field source_revision_id in core.contest_constituency_snapshot.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest_constituency_snapshot,source_locator,10,VARCHAR,False,False,False,,,,,Field source_locator in core.contest_constituency_snapshot.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,contest_constituency_snapshot,match_status,11,VARCHAR,True,False,False,,,,,Field match_status in core.contest_constituency_snapshot.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election,election_id,1,VARCHAR,True,True,False,,,,,Field election_id in core.election.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election,official_event_id,2,VARCHAR,False,False,False,,,,,Field official_event_id in core.election.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election,election_name,3,VARCHAR,True,False,False,,,,,Field election_name in core.election.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election,election_date,4,DATE,True,False,False,,,,,Field election_date in core.election.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election,election_year,5,INTEGER,True,False,False,,,,,Field election_year in core.election.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election,jurisdiction_id,6,VARCHAR,True,False,True,control,jurisdiction,jurisdiction_id,,Field jurisdiction_id in core.election.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election,authority_id,7,VARCHAR,True,False,True,control,electoral_authority,authority_id,,Field authority_id in core.election.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election,election_type_id,8,VARCHAR,True,False,True,control,election_type,election_type_id,,Field election_type_id in core.election.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election,publication_status,9,VARCHAR,True,False,False,,,,,Field publication_status in core.election.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election,contest_status,10,VARCHAR,True,False,False,,,,,Field contest_status in core.election.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election,parent_election_id,11,VARCHAR,False,False,True,core,election,election_id,,Field parent_election_id in core.election.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election,record_status,12,VARCHAR,True,False,False,,,,,Field record_status in core.election.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election,created_at,13,TIMESTAMP WITH TIME ZONE,True,False,False,,,,,Field created_at in core.election.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election,updated_at,14,TIMESTAMP WITH TIME ZONE,True,False,False,,,,,Field updated_at in core.election.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_chamber,election_chamber_id,1,VARCHAR,True,True,False,,,,,Field election_chamber_id in core.election_chamber.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_chamber,election_id,2,VARCHAR,True,False,True,core,election,election_id,,Field election_id in core.election_chamber.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_chamber,chamber_id,3,VARCHAR,True,False,True,control,chamber,chamber_id,,Field chamber_id in core.election_chamber.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_chamber,electoral_system_version_id,4,VARCHAR,False,False,True,control,electoral_system_version,electoral_system_version_id,,Field electoral_system_version_id in core.election_chamber.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_chamber,vacancies,5,INTEGER,False,False,False,,,,,Field vacancies in core.election_chamber.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_chamber,whole_chamber,6,BOOLEAN,False,False,False,,,,,Field whole_chamber in core.election_chamber.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_chamber,publication_status,7,VARCHAR,True,False,False,,,,,Field publication_status in core.election_chamber.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_chamber,record_status,8,VARCHAR,True,False,False,,,,,Field record_status in core.election_chamber.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_key_date,election_key_date_id,1,VARCHAR,True,True,False,,,,,Field election_key_date_id in core.election_key_date.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_key_date,election_id,2,VARCHAR,True,False,True,core,election,election_id,,Field election_id in core.election_key_date.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_key_date,date_type,3,VARCHAR,True,False,False,,,,,Field date_type in core.election_key_date.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_key_date,date_value,4,DATE,True,False,False,,,,,Field date_value in core.election_key_date.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_key_date,date_status,5,VARCHAR,True,False,False,,,,,Field date_status in core.election_key_date.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_key_date,source_revision_id,6,VARCHAR,False,False,True,provenance,source_file_revision,source_revision_id,,Field source_revision_id in core.election_key_date.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_relationship,election_relationship_id,1,VARCHAR,True,True,False,,,,,Field election_relationship_id in core.election_relationship.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_relationship,parent_election_id,2,VARCHAR,True,False,True,core,election,election_id,,Field parent_election_id in core.election_relationship.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_relationship,child_election_id,3,VARCHAR,True,False,True,core,election,election_id,,Field child_election_id in core.election_relationship.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_relationship,relationship_type,4,VARCHAR,True,False,False,,,,,Field relationship_type in core.election_relationship.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
core,election_relationship,notes,5,VARCHAR,False,False,False,,,,,Field notes in core.election_relationship.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_candidate_total,count_candidate_total_id,1,UUID,True,True,False,,,,,Field count_candidate_total_id in count.count_candidate_total.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_candidate_total,count_round_id,2,UUID,True,False,True,count,count_round,count_round_id,,Field count_round_id in count.count_candidate_total.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_candidate_total,candidacy_id,3,UUID,True,False,True,core,candidacy,candidacy_id,,Field candidacy_id in count.count_candidate_total.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_candidate_total,papers_value,4,BIGINT,False,False,False,,,,,Field papers_value in count.count_candidate_total.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_candidate_total,votes_value,5,"DECIMAL(38,12)",False,False,False,,,,,Field votes_value in count.count_candidate_total.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_candidate_total,progressive_total,6,"DECIMAL(38,12)",False,False,False,,,,,Field progressive_total in count.count_candidate_total.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_candidate_total,candidate_count_status,7,VARCHAR,False,False,False,,,,,Field candidate_count_status in count.count_candidate_total.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_candidate_total,value_status,8,VARCHAR,True,False,False,,,,,Field value_status in count.count_candidate_total.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_candidate_total,source_revision_id,9,VARCHAR,True,False,True,provenance,source_file_revision,source_revision_id,,Field source_revision_id in count.count_candidate_total.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_candidate_total,source_locator,10,VARCHAR,True,False,False,,,,,Field source_locator in count.count_candidate_total.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_round,count_round_id,1,UUID,True,True,False,,,,,Field count_round_id in count.count_round.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_round,contest_id,2,VARCHAR,True,False,True,core,contest,contest_id,,Field contest_id in count.count_round.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_round,round_number,3,INTEGER,True,False,False,,,,,Field round_number in count.count_round.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_round,round_label,4,VARCHAR,False,False,False,,,,,Field round_label in count.count_round.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_round,action_type,5,VARCHAR,True,False,False,,,,,Field action_type in count.count_round.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_round,quota_value,6,"DECIMAL(38,12)",False,False,False,,,,,Field quota_value in count.count_round.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_round,transfer_value,7,"DECIMAL(38,12)",False,False,False,,,,,Field transfer_value in count.count_round.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_round,source_calculation_type,8,VARCHAR,False,False,False,,,,,Field source_calculation_type in count.count_round.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_round,source_calculation_value,9,VARCHAR,False,False,False,,,,,Field source_calculation_value in count.count_round.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_round,remarks,10,VARCHAR,False,False,False,,,,,Field remarks in count.count_round.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_round,publication_status,11,VARCHAR,True,False,False,,,,,Field publication_status in count.count_round.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_round,source_revision_id,12,VARCHAR,True,False,True,provenance,source_file_revision,source_revision_id,,Field source_revision_id in count.count_round.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,count_round,source_locator,13,VARCHAR,True,False,False,,,,,Field source_locator in count.count_round.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,preference_transfer,preference_transfer_id,1,UUID,True,True,False,,,,,Field preference_transfer_id in count.preference_transfer.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,preference_transfer,count_round_id,2,UUID,True,False,True,count,count_round,count_round_id,,Field count_round_id in count.preference_transfer.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,preference_transfer,from_candidacy_id,3,UUID,False,False,True,core,candidacy,candidacy_id,,Field from_candidacy_id in count.preference_transfer.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,preference_transfer,to_candidacy_id,4,UUID,False,False,True,core,candidacy,candidacy_id,,Field to_candidacy_id in count.preference_transfer.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,preference_transfer,papers_value,5,BIGINT,False,False,False,,,,,Field papers_value in count.preference_transfer.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,preference_transfer,votes_value,6,"DECIMAL(38,12)",False,False,False,,,,,Field votes_value in count.preference_transfer.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,preference_transfer,exhausted,7,BOOLEAN,True,False,False,,,,,Field exhausted in count.preference_transfer.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,preference_transfer,value_status,8,VARCHAR,True,False,False,,,,,Field value_status in count.preference_transfer.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,preference_transfer,source_revision_id,9,VARCHAR,True,False,True,provenance,source_file_revision,source_revision_id,,Field source_revision_id in count.preference_transfer.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
count,preference_transfer,source_locator,10,VARCHAR,True,False,False,,,,,Field source_locator in count.preference_transfer.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,contest_summary,contest_summary_id,1,UUID,True,True,False,,,,,Field contest_summary_id in derived.contest_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,contest_summary,contest_id,2,VARCHAR,True,False,True,core,contest,contest_id,,Field contest_id in derived.contest_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,contest_summary,publication_snapshot_id,3,UUID,False,False,True,publish,publication_snapshot,publication_snapshot_id,,Field publication_snapshot_id in derived.contest_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,contest_summary,winner_candidacy_id,4,UUID,False,False,True,core,candidacy,candidacy_id,,Field winner_candidacy_id in derived.contest_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,contest_summary,margin_votes,5,BIGINT,False,False,False,,,,,Field margin_votes in derived.contest_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,contest_summary,margin_percentage,6,"DECIMAL(18,8)",False,False,False,,,,,Field margin_percentage in derived.contest_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,contest_summary,turnout_percentage,7,"DECIMAL(18,8)",False,False,False,,,,,Field turnout_percentage in derived.contest_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,contest_summary,informality_percentage,8,"DECIMAL(18,8)",False,False,False,,,,,Field informality_percentage in derived.contest_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,contest_summary,publication_status,9,VARCHAR,True,False,False,,,,,Field publication_status in derived.contest_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,contest_summary,calculation_version,10,VARCHAR,True,False,False,,,,,Field calculation_version in derived.contest_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,contest_summary,input_hash,11,VARCHAR,True,False,False,,,,,Field input_hash in derived.contest_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,party_summary,party_summary_id,1,UUID,True,True,False,,,,,Field party_summary_id in derived.party_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,party_summary,election_chamber_id,2,VARCHAR,True,False,True,core,election_chamber,election_chamber_id,,Field election_chamber_id in derived.party_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,party_summary,party_id,3,VARCHAR,True,False,True,sync,party,party_id,,Field party_id in derived.party_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
derived,party_summary,publication_snapshot_id,4,UUID,False,False,True,publish,publication_snapshot,publication_snapshot_id,,Field publication_snapshot_id in derived.party_summary.,Blank is permitted only when the field is nullable and the source/value status explains absence.,,0.2.0,,True
